human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
CTSB	8	protein	intracellular, secreted, receptor, ecm_regulator, apical_cell_membrane, plasma_membrane, extracellular	intracellular, secreted, receptor, ecm_regulator, plasma_membrane, extracellular	3	FALSE	UniProt, HPA_secretome, OmniPath, Matrisome, GO_Intercell, DGIdb, LOCATE, ComPPI, scConnect	FALSE	NA
CTSC	11	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, OmniPath, GO_Intercell, ComPPI, UniProt, LOCATE	FALSE	NA
CTSD	11	protein	intracellular, extracellular, cathepsin, secreted_enzyme, secreted, secreted_peptidase, receptor	intracellular, extracellular, secreted_peptidase, secreted_enzyme, secreted, receptor	5	FALSE	LOCATE, OmniPath, UniProt, ComPPI, GO_Intercell, scConnect, HPA_secretome	FALSE	NA
CTSE	1	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, LOCATE, scConnect, OmniPath, GO_Intercell, UniProt	FALSE	NA
CTSF	11	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, LOCATE, OmniPath, GO_Intercell, ComPPI, scConnect	FALSE	NA
CTSG	14	protein	cathepsin, ligand, secreted, extracellular, secreted_enzyme, secreted_peptidase, plasma_membrane, receptor, ecm_regulator, intracellular, immune_serin_protease	secreted_peptidase, ligand, secreted, extracellular, secreted_enzyme, plasma_membrane, receptor, ecm_regulator, intracellular	6	FALSE	OmniPath, CellPhoneDB, UniProt, LOCATE, HGNC, scConnect, ComPPI, CellChatDB, GO_Intercell, Matrisome	FALSE	NA
CTSH	15	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane	3	TRUE	UniProt, scConnect, GO_Intercell, OmniPath, ComPPI	FALSE	NA
CTSK	1	protein	secreted_peptidase, ecm_regulator, receptor, apical_cell_membrane, plasma_membrane, cathepsin, intracellular, extracellular, secreted, secreted_enzyme	secreted_peptidase, ecm_regulator, receptor, plasma_membrane, intracellular, extracellular, secreted, secreted_enzyme	3	FALSE	OmniPath, UniProt, LOCATE, GO_Intercell, Matrisome, ComPPI, scConnect, DGIdb	FALSE	NA
CTSO	4	protein	intracellular, extracellular	intracellular, extracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt, LOCATE	FALSE	NA
CTSS	1	protein	ecm_regulator, secreted_enzyme, secreted, receptor, intracellular, cathepsin, secreted_peptidase, extracellular	ecm_regulator, secreted_enzyme, secreted, receptor, intracellular, secreted_peptidase, extracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, scConnect, Matrisome, LOCATE, ComPPI	FALSE	NA
CTSW	11	protein	intracellular, secreted	intracellular, secreted	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath, HPA_secretome	FALSE	NA
CTSZ	20	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, LOCATE, OmniPath, GO_Intercell, scConnect, ComPPI	FALSE	NA
CTTN	11	protein	adhesion, plasma_membrane, intracellular, cell_adhesion, intracellular_intercellular_related, actin_regulation_adhesome	adhesion, plasma_membrane, intracellular, cell_adhesion, intracellular_intercellular_related	3	TRUE	OmniPath, UniProt, GO_Intercell, Cellinker, LOCATE, ComPPI, Adhesome	FALSE	NA
CTTNBP2	7	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
CTTNBP2NL	1	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
CTU1	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
CTU2	16	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
CTXN1	19	protein	transmembrane_predicted, transmembrane_sosui, transmembrane, transmembrane_phobius, plasma_membrane_transmembrane, transmembrane_tmhmm	transmembrane, transmembrane_predicted, plasma_membrane_transmembrane	5	TRUE	OmniPath, Almen2009, UniProt, Ramilowski_location, Phobius, Membranome	FALSE	NA
CTXN2	15	protein	transmembrane, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius	transmembrane, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, UniProt, Ramilowski_location, Phobius	FALSE	NA
CTXN3	5	protein	transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm	transmembrane, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, UniProt, Phobius, Ramilowski_location	FALSE	NA
CTXND1	15	protein	transmembrane	transmembrane_predicted, transmembrane	3	TRUE	Phobius, UniProt, OmniPath	FALSE	NA
CTXND2	1	protein	transmembrane	transmembrane, transmembrane_predicted	3	TRUE	OmniPath, UniProt, Phobius	FALSE	NA
CUBN	10	protein	transmembrane, receptor, intracellular, cell_surface_ligand, apical_cell_membrane, cell_adhesion, plasma_membrane, cell_surface, adhesion	transmembrane, receptor, intracellular, cell_surface_ligand, plasma_membrane, cell_adhesion, cell_surface, adhesion	4	TRUE	CellPhoneDB, Baccin2019, UniProt, OmniPath, GO_Intercell, Cellinker, CellCellInteractions, ComPPI	FALSE	NA
CUEDC1	17	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
CUEDC2	10	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
CUL1	7	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI	FALSE	NA
CUL2	10	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, ComPPI, UniProt, GO_Intercell	FALSE	NA
CUL3	2	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
CUL4A	13	protein	intracellular	intracellular	2	FALSE	LOCATE, ComPPI, GO_Intercell, OmniPath	FALSE	NA
CUL4B	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
CUL5	11	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, ComPPI, UniProt, LOCATE, CellCellInteractions, GO_Intercell	FALSE	NA
CUL7	6	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
CUL9	6	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	LOCATE, UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
CUTA	6	protein	secreted, transmembrane, transmembrane_predicted, transmembrane_tmhmm, intracellular, transmembrane_phobius	secreted, transmembrane, transmembrane_predicted, intracellular	3	TRUE	OmniPath, Almen2009, LOCATE, HPA_secretome, Phobius	FALSE	NA
CUTC	10	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
CUX1	7	protein	transmembrane, transmembrane_phobius, transmembrane_predicted, intracellular, transmembrane_tmhmm, transmembrane_sosui	transmembrane, transmembrane_predicted, intracellular	5	TRUE	UniProt, Almen2009, OmniPath, Phobius, GO_Intercell, ComPPI, LOCATE	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;ReMap_DoRothEA;HTRI_CollecTRI;HTRIdb;FANTOM4_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;SIGNOR;SIGNOR_CollecTRI;PAZAR_DoRothEA;JASPAR_DoRothEA;ARACNe-GTEx_DoRothEA
CUX2	12	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI
CUZD1	10	protein	intracellular, transmembrane_phobius, cell_surface, transmembrane, transmembrane_tmhmm, transmembrane_predicted	intracellular, transmembrane_predicted, cell_surface, transmembrane	5	TRUE	GO_Intercell, ComPPI, Almen2009, OmniPath, Surfaceome, UniProt, Phobius, Ramilowski_location	FALSE	NA
CWC15	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
CWC22	2	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
CWC25	17	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
CWC27	5	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell, LOCATE	FALSE	NA
CWF19L1	10	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
CWF19L2	11	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
CWH43	4	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	OmniPath, GO_Intercell, UniProt, Phobius, Ramilowski_location	FALSE	NA
CX3CL1	16	protein	ligand, cell_surface, chemokine, transmembrane_tmhmm, secreted, transmembrane_phobius, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane, extracellular, intracellular, transmembrane_predicted, cytokine, plasma_membrane, transmembrane_sosui, receptor	ligand, cell_surface, transmembrane_predicted, secreted, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane, extracellular, intracellular, plasma_membrane, receptor	20	TRUE	HGNC, Baccin2019, ICELLNET, OmniPath, Ramilowski2015, Matrisome, Almen2009, scConnect, CellTalkDB, Membranome, HPMR, CellPhoneDB, EMBRACE, Kirouac2010, talklr, GO_Intercell, connectomeDB2020, LOCATE, Ramilowski_location, Phobius, HPA_secretome, iTALK, UniProt, Cellinker, Guide2Pharma, Surfaceome, LRdb, TopDB, ComPPI, CellCall, CellChatDB	FALSE	NA
CX3CR1	3	protein	chemokine, transmembrane, intracellular, receptor, class_a_rhodopsin, plasma_membrane_transmembrane, chemokine_receptor_cx3cr1, cell_surface, plasma_membrane, class_a_rhodopsin_protein, gpcr, extracellular, cytokine, seven_transmembrane_7tm, cx3c_chemokine, 7tm_a, rhodopsin, class_a_rhodopsin_protein_chemokine, chemokine_interleukin_8_7tm_a	receptor, transmembrane, intracellular, plasma_membrane_transmembrane, cell_surface, plasma_membrane, extracellular, transmembrane_predicted	22	TRUE	Baccin2019, OmniPath, GO_Intercell, connectomeDB2020, UniProt, HGNC, GPCRdb, Surfaceome, ICELLNET, CellPhoneDB, Kirouac2010, CellChatDB, DGIdb, HPMR, Almen2009, Cellinker, CellTalkDB, iTALK, Guide2Pharma, Ramilowski2015, Ramilowski_location, talklr, scConnect, ComPPI, CellCellInteractions, CellCall, EMBRACE, LOCATE, LRdb, Phobius	FALSE	NA
CXADR	21	protein	transmembrane, tight_junction, cell_surface, adherens_junction, plasma_membrane, intracellular, receptor, cell_adhesion, secreted, transmembrane_tmhmm, transmembrane_sosui, igcam_cxadr_like, cell_surface_ligand, transmembrane_predicted, plasma_membrane_transmembrane, ig_like, adhesion, transmembrane_phobius, extracellular, basolateral_cell_membrane, ig	transmembrane, tight_junction, cell_surface, adherens_junction, plasma_membrane, intracellular, receptor, cell_adhesion, transmembrane_predicted, secreted, cell_surface_ligand, plasma_membrane_transmembrane, adhesion, extracellular	7	TRUE	UniProt, TopDB, GO_Intercell, OmniPath, Baccin2019, Ramilowski_location, Surfaceome, Almen2009, connectomeDB2020, Cellinker, Phobius, ComPPI, HGNC, LOCATE, CSPA, CellCellInteractions, ICELLNET, Membranome	FALSE	NA
CXCL10	4	protein	chemokine, cytokine, ligand, secreted, extracellular, receptor	ligand, secreted, extracellular, receptor	20	FALSE	Baccin2019, iTALK, OmniPath, HPMR, CellPhoneDB, connectomeDB2020, CellChatDB, GO_Intercell, HGNC, scConnect, ICELLNET, LOCATE, CellTalkDB, DGIdb, HPA_secretome, Cellinker, Matrisome, UniProt, CellCall, Kirouac2010, EMBRACE, Guide2Pharma, LRdb, Ramilowski2015, talklr	FALSE	NA
CXCL11	4	protein	ligand, secreted, chemokine, cytokine, extracellular	ligand, secreted, extracellular	17	FALSE	CellCall, OmniPath, connectomeDB2020, Cellinker, scConnect, ICELLNET, CellTalkDB, talklr, HPA_secretome, UniProt, CellPhoneDB, Matrisome, iTALK, HGNC, CellChatDB, Ramilowski2015, LRdb, GO_Intercell, Kirouac2010, Guide2Pharma, LOCATE	FALSE	NA
CXCL12	10	protein	ligand, cytokine, secreted, growth_factor, chemokine, growthfactor, extracellular, intracellular, receptor	ligand, secreted, extracellular, intracellular, receptor	21	FALSE	HGNC, HPMR, iTALK, talklr, Cellinker, HPA_secretome, EMBRACE, CellPhoneDB, DGIdb, Matrisome, Baccin2019, connectomeDB2020, GO_Intercell, LOCATE, ICELLNET, OmniPath, UniProt, Ramilowski2015, CellTalkDB, CellCall, LRdb, CellChatDB, Kirouac2010, Guide2Pharma, scConnect	FALSE	NA
CXCL13	4	protein	ligand, chemokine, secreted, extracellular, cytokine, ligand_regulator, growth_factor_binder	ligand, secreted, extracellular, ligand_regulator	19	FALSE	CellCall, HGNC, Kirouac2010, connectomeDB2020, LOCATE, ICELLNET, HPA_secretome, Baccin2019, Matrisome, iTALK, HPMR, OmniPath, UniProt, CellPhoneDB, Ramilowski2015, CellTalkDB, CellChatDB, GO_Intercell, talklr, scConnect, Cellinker, LRdb, Guide2Pharma	FALSE	NA
CXCL14	5	protein	ligand, secreted, intracellular, chemokine, cytokine	ligand, secreted, intracellular	7	FALSE	CellTalkDB, Matrisome, UniProt, connectomeDB2020, HPA_secretome, OmniPath, GO_Intercell, HGNC, CellPhoneDB, CellCall	FALSE	NA
CXCL16	17	protein	plasma_membrane, transmembrane, scar, extracellular, secreted, receptor, intracellular, plasma_membrane_transmembrane, cell_surface_ligand, scavenger, cell_surface, chemokine_receptor, class_g	plasma_membrane, transmembrane, receptor, extracellular, secreted, intracellular, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane_predicted, cell_surface	6	TRUE	OmniPath, CellPhoneDB, Surfaceome, HPMR, UniProt, Ramilowski_location, LOCATE, CSPA, Baccin2019, HGNC, Phobius, CellCellInteractions, connectomeDB2020, Membranome, HPA_secretome, ComPPI, Cellinker	FALSE	NA
CXCL17	19	protein	intracellular, secreted, chemokine, ligand	intracellular, secreted, ligand	4	FALSE	GO_Intercell, OmniPath, HPA_secretome, UniProt, HGNC, scConnect, connectomeDB2020, CellTalkDB	FALSE	NA
CXCL6	4	protein	ligand, secreted, chemokine, extracellular, cytokine	ligand, secreted, extracellular	19	FALSE	OmniPath, Baccin2019, UniProt, connectomeDB2020, CellTalkDB, HGNC, Cellinker, Matrisome, scConnect, ICELLNET, iTALK, Ramilowski2015, talklr, LOCATE, CellCall, Kirouac2010, Guide2Pharma, CellPhoneDB, GO_Intercell, HPA_secretome, HPMR, CellChatDB, LRdb	FALSE	NA
CXCL9	4	protein	ligand, secreted, extracellular, chemokine, receptor, cytokine	ligand, secreted, extracellular, receptor	18	FALSE	CellChatDB, connectomeDB2020, Ramilowski2015, ICELLNET, OmniPath, scConnect, DGIdb, HGNC, LRdb, UniProt, CellTalkDB, talklr, iTALK, Baccin2019, CellPhoneDB, HPA_secretome, GO_Intercell, Guide2Pharma, LOCATE, Cellinker, CellCall, Matrisome, Kirouac2010	FALSE	NA
CXCR2	2	protein	receptor, intracellular, plasma_membrane_transmembrane, extracellular, class_a_rhodopsin_protein, chemokine_receptor_cxcr, 7tm_a, chemokine, cytokine, transmembrane, plasma_membrane, class_a_rhodopsin, cell_surface, cell_adhesion, gpcr, chemokine_interleukin_8_7tm_a, class_a_rhodopsin_protein_chemokine, interleukin, adhesion, seven_transmembrane_7tm, cxc_chemokine, rhodopsin	receptor, intracellular, plasma_membrane_transmembrane, extracellular, transmembrane, plasma_membrane, cell_surface, cell_adhesion, adhesion, transmembrane_predicted	21	TRUE	CellChatDB, Baccin2019, connectomeDB2020, ComPPI, GO_Intercell, CellPhoneDB, HPMR, scConnect, Ramilowski2015, DGIdb, Surfaceome, GPCRdb, CellCellInteractions, Cellinker, ICELLNET, iTALK, UniProt, OmniPath, CellCall, Kirouac2010, HGNC, Phobius, talklr, Almen2009, Guide2Pharma, Ramilowski_location, OPM, LRdb, CellTalkDB	FALSE	NA
CXCR3	X	protein	receptor, intracellular, gpcr, extracellular, rhodopsin, transmembrane, class_a_rhodopsin_protein_chemokine, cxc_chemokine, chemokine_interleukin_8_7tm_a, cytokine, class_a_rhodopsin_protein, chemokine, cell_surface, plasma_membrane, plasma_membrane_transmembrane, seven_transmembrane_7tm, 7tm_a, chemokine_receptor_cxcr, class_a_rhodopsin	receptor, intracellular, extracellular, transmembrane, transmembrane_predicted, cell_surface, plasma_membrane, plasma_membrane_transmembrane	22	TRUE	CellTalkDB, GO_Intercell, connectomeDB2020, CellChatDB, DGIdb, HPMR, OmniPath, iTALK, Almen2009, UniProt, GPCRdb, HGNC, ICELLNET, EMBRACE, Ramilowski_location, Phobius, Surfaceome, Kirouac2010, Ramilowski2015, Baccin2019, Cellinker, talklr, CSPA, CellCellInteractions, scConnect, Guide2Pharma, LRdb, CellPhoneDB, CellCall	FALSE	NA
CXCR4	2	protein	intracellular, receptor, class_a_rhodopsin_protein, cell_surface, cell_adhesion, gpcr, growth_factor, plasma_membrane, transmembrane, rhodopsin, class_a_rhodopsin_protein_chemokine, seven_transmembrane_7tm, cytokine, cxc_chemokine, plasma_membrane_transmembrane, chemokine_interleukin_8_7tm_a, extracellular, adhesion, 7tm_a, chemokine, chemokine_receptor_cxcr, class_a_rhodopsin	intracellular, receptor, cell_surface, cell_adhesion, plasma_membrane, transmembrane, plasma_membrane_transmembrane, extracellular, adhesion, transmembrane_predicted	22	TRUE	UniProt, talklr, GPCRdb, ComPPI, Surfaceome, OmniPath, Almen2009, iTALK, Cellinker, HPMR, HGNC, ICELLNET, LOCATE, CellTalkDB, scConnect, Baccin2019, OPM, Ramilowski_location, Ramilowski2015, CellPhoneDB, GO_Intercell, connectomeDB2020, EMBRACE, Guide2Pharma, DGIdb, CellCall, CellChatDB, TopDB, Phobius, Kirouac2010, CellCellInteractions, LRdb	FALSE	NA
CXCR5	11	protein	extracellular, chemokine, transmembrane, receptor, plasma_membrane_transmembrane, plasma_membrane, cell_surface, seven_transmembrane_7tm, chemokine_receptor_cxcr, rhodopsin, gpcr, class_a_rhodopsin_protein, chemokine_interleukin_8_7tm_a, class_a_rhodopsin_protein_chemokine, cxc_chemokine, 7tm_a, class_a_rhodopsin, cytokine	extracellular, receptor, transmembrane, plasma_membrane_transmembrane, plasma_membrane, cell_surface, transmembrane_predicted	21	TRUE	HPMR, ICELLNET, UniProt, CellChatDB, CellTalkDB, Surfaceome, OmniPath, Cellinker, Baccin2019, connectomeDB2020, CellCellInteractions, Phobius, CellPhoneDB, GPCRdb, Kirouac2010, GO_Intercell, HGNC, CellCall, scConnect, DGIdb, Almen2009, Guide2Pharma, talklr, Ramilowski_location, iTALK, LOCATE, LRdb, CSPA, Ramilowski2015	FALSE	NA
CXCR6	3	protein	chemokine, receptor, cell_surface, plasma_membrane_transmembrane, transmembrane, chemokine_receptor_cxcr, gpcr, class_a_rhodopsin, seven_transmembrane_7tm, chemokine_interleukin_8_7tm_a, extracellular, cytokine, rhodopsin, plasma_membrane, class_a_rhodopsin_protein_chemokine, class_a_rhodopsin_protein, 7tm_a, cxc_chemokine	receptor, cell_surface, plasma_membrane_transmembrane, transmembrane, extracellular, plasma_membrane, transmembrane_predicted	21	TRUE	ICELLNET, Surfaceome, scConnect, OmniPath, HPMR, Baccin2019, GO_Intercell, CellCellInteractions, CellTalkDB, talklr, CellChatDB, CellPhoneDB, HGNC, GPCRdb, iTALK, UniProt, DGIdb, Guide2Pharma, Cellinker, Almen2009, Kirouac2010, CellCall, Ramilowski_location, LRdb, EMBRACE, connectomeDB2020, Ramilowski2015, Phobius	FALSE	NA
CXXC1	18	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI
CXXC4	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, LOCATE, ComPPI	FALSE	NA
CXXC5	5	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
CXorf38	X	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
CXorf65	X	protein	transmembrane	transmembrane, transmembrane_predicted	1	TRUE	Ramilowski_location, Phobius, OmniPath	FALSE	NA
CXorf66	X	protein	transmembrane, transmembrane_phobius, plasma_membrane_transmembrane, transmembrane_sosui, transmembrane_predicted, transmembrane_tmhmm	transmembrane, transmembrane_predicted, plasma_membrane_transmembrane	5	TRUE	UniProt, Almen2009, OmniPath, Ramilowski_location, Phobius, Membranome	FALSE	NA
CYB561	17	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	TRUE	ComPPI, UniProt, OmniPath, Phobius, GO_Intercell, Ramilowski_location, LOCATE	FALSE	NA
CYB561A3	11	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	UniProt, GO_Intercell, Phobius, OmniPath, Ramilowski_location, ComPPI	FALSE	NA
CYB561D1	1	protein	transmembrane	transmembrane_predicted, transmembrane	4	TRUE	Phobius, OmniPath, Ramilowski_location, UniProt	FALSE	NA
CYB561D2	3	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	4	TRUE	UniProt, Phobius, GO_Intercell, OmniPath, Ramilowski_location	FALSE	NA
CYB5A	18	protein	transmembrane_tmhmm, intracellular, transmembrane, transmembrane_sosui, transmembrane_phobius, transmembrane_predicted	transmembrane_predicted, intracellular, transmembrane	7	TRUE	Almen2009, UniProt, OmniPath, GO_Intercell, ComPPI, TopDB, Phobius, Ramilowski_location, LOCATE	FALSE	NA
