mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Cavin1	11	protein	intracellular, plasma_membrane, intracellular_intercellular_related, cavin_caveolae	intracellular, plasma_membrane, intracellular_intercellular_related	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell, HGNC	NA
Cavin2	1	protein	intracellular, intracellular_intercellular_related, cavin_caveolae	intracellular, intracellular_intercellular_related	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath, HGNC	NA
Cavin3	7	protein	intracellular, intracellular_intercellular_related, cavin_caveolae	intracellular, intracellular_intercellular_related	3	FALSE	GO_Intercell, OmniPath, HGNC, UniProt, ComPPI	NA
Cavin4	4	protein	cavin_caveolae, intracellular, intracellular_intercellular_related, plasma_membrane	intracellular_intercellular_related, intracellular, plasma_membrane	3	FALSE	HGNC, GO_Intercell, OmniPath, UniProt, ComPPI	NA
Cbarp	10	protein	transmembrane, plasma_membrane, transmembrane_predicted, intracellular, transmembrane_phobius, transmembrane_tmhmm	transmembrane, plasma_membrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, OmniPath, Ramilowski_location, ComPPI, Almen2009, GO_Intercell, Phobius	NA
Cbfa2t2	2	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Cbfa2t3	8	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, GO_Intercell, OmniPath, UniProt	CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI
Cbfb	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath, LOCATE	CollecTRI;TRRUST_CollecTRI
Cbl	9	protein	intracellular, transmembrane, plasma_membrane, cell_adhesion, adhesion	intracellular, transmembrane, plasma_membrane, cell_adhesion, adhesion	3	TRUE	LOCATE, OmniPath, GO_Intercell, UniProt, Cellinker, ComPPI	NA
Cblb	16	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	NA
Cblc	7	protein	transmembrane, intracellular	transmembrane, intracellular	1	TRUE	OmniPath, ComPPI, GO_Intercell, LOCATE	NA
Cblif	19	protein	secreted, intracellular, extracellular	secreted, intracellular, extracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, HPA_secretome	NA
Cbll1	12	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Cbln1	8	protein	extracellular, ligand, secreted	extracellular, ligand, secreted	4	FALSE	OmniPath, CellPhoneDB, Matrisome, UniProt, HPA_secretome	NA
Cbln2	18	protein	secreted, ligand	secreted, ligand	4	FALSE	Matrisome, HPA_secretome, OmniPath, UniProt	NA
Cbln3	14	protein	intracellular, secreted, ligand	intracellular, secreted, ligand	4	FALSE	OmniPath, HPA_secretome, UniProt, Matrisome, ComPPI, GO_Intercell	NA
Cbln4	2	protein	secreted, ligand	secreted, ligand	4	FALSE	OmniPath, Matrisome, UniProt, HPA_secretome	NA
Cbr1	16	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, scConnect, LOCATE, ComPPI, GO_Intercell, OmniPath	NA
Cbr3	16	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Cbr4	8	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Cbs	17	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, OmniPath, scConnect, ComPPI, LOCATE, UniProt	NA
Cbx1	11	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, OmniPath, UniProt, GO_Intercell	NA
Cbx2	11	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, ComPPI, GO_Intercell, UniProt	NA
Cbx3	6	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, GO_Intercell, ComPPI, OmniPath	NA
Cbx4	11	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, LOCATE, OmniPath, UniProt	NA
Cbx5	15	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
Cbx6	15	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, GO_Intercell, UniProt, ComPPI	NA
Cbx7	15	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, UniProt, ComPPI, OmniPath	NA
Cbx8	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, LOCATE, UniProt, OmniPath	NA
Cby1	15	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	NA
Cby2	14	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Cc2d1a	8	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, ComPPI, OmniPath, GO_Intercell	CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI
Cc2d1b	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	CollecTRI;SIGNOR;SIGNOR_CollecTRI
Cc2d2a	5	protein	plasma_membrane, intracellular, cell_adhesion, adhesion	plasma_membrane, intracellular, cell_adhesion, adhesion	3	TRUE	OmniPath, GO_Intercell, Cellinker, ComPPI, UniProt	NA
Ccar1	10	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, LOCATE, UniProt	NA
Ccar2	14	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	NA
Ccbe1	18	protein	ecm, secreted, intracellular, receptor, ligand	ecm, secreted, intracellular, receptor, ligand	4	FALSE	MatrixDB, HPA_secretome, OmniPath, UniProt, ComPPI, CellTalkDB, Matrisome, CellCellInteractions	NA
Ccdc102a	8	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Ccdc103	11	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Ccdc105	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc106	7	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Ccdc107	4	protein	intracellular, transmembrane	intracellular, transmembrane	4	TRUE	ComPPI, UniProt, OmniPath, Ramilowski_location	NA
Ccdc112	18	protein	intracellular, secreted	intracellular, secreted	3	FALSE	ComPPI, OmniPath, HPA_secretome, UniProt, GO_Intercell	NA
Ccdc113	8	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ccdc115	1	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Ccdc116	16	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Ccdc117	11	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ccdc12	9	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	NA
Ccdc120	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Ccdc122	14	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc124	8	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Ccdc125	13	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Ccdc126	6	protein	secreted, intracellular	secreted, intracellular	3	FALSE	UniProt, OmniPath, HPA_secretome, ComPPI	NA
Ccdc127	13	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	1	TRUE	ComPPI, OmniPath, Phobius, Ramilowski_location	NA
Ccdc13	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Ccdc130	8	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Ccdc134	15	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, UniProt, HPA_secretome, GO_Intercell	NA
Ccdc136	6	protein	transmembrane_phobius, transmembrane_sosui, intracellular, transmembrane, transmembrane_predicted, transmembrane_tmhmm	transmembrane_predicted, intracellular, transmembrane	5	TRUE	Almen2009, UniProt, OmniPath, GO_Intercell, Phobius, ComPPI, Ramilowski_location	NA
Ccdc137	11	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Ccdc138	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc14	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Ccdc141	2	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Ccdc146	5	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Ccdc148	2	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc149	5	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc15	9	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Ccdc150	1	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc152	15	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc153	9	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc154	17	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Ccdc157	11	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc158	5	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc159	9	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc167	17	protein	transmembrane, transmembrane_predicted, intracellular, transmembrane_sosui, transmembrane_phobius, transmembrane_tmhmm	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, OmniPath, ComPPI, Phobius, Almen2009, Ramilowski_location	NA
Ccdc17	4	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc170	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Ccdc171	4	protein	transmembrane	transmembrane, transmembrane_predicted	1	TRUE	Ramilowski_location, OmniPath, Phobius	NA
Ccdc172	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Ccdc174	6	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Ccdc177	12	protein	transmembrane	transmembrane	1	TRUE	OmniPath, Ramilowski_location	NA
Ccdc178	18	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	NA
Ccdc18	5	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Ccdc180	4	protein	intracellular, transmembrane_tmhmm, transmembrane_predicted, transmembrane, transmembrane_phobius	intracellular, transmembrane_predicted, transmembrane	2	TRUE	OmniPath, Almen2009, Ramilowski_location, ComPPI	NA
Ccdc181	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Ccdc184	15	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Ccdc185	1	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc186	19	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Ccdc187	2	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	NA
Ccdc188	16	protein	transmembrane	transmembrane, transmembrane_predicted	3	TRUE	UniProt, Phobius, OmniPath	NA
Ccdc190	1	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc191	16	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc22	X	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Ccdc24	4	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc25	14	protein	intracellular, transmembrane, plasma_membrane	intracellular, transmembrane, plasma_membrane	3	TRUE	OmniPath, ComPPI, UniProt	NA
Ccdc27	4	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc28a	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc28b	4	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Ccdc3	2	protein	secreted, intracellular	secreted, intracellular	3	FALSE	UniProt, OmniPath, HPA_secretome, GO_Intercell	NA
Ccdc30	4	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc32	2	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc33	9	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Ccdc34	2	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc38	10	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	NA
Ccdc39	3	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Ccdc40	11	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ccdc42	11	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc43	11	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	NA
Ccdc47	11	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	UniProt, Ramilowski_location, OmniPath, Phobius, ComPPI, GO_Intercell	NA
Ccdc50	16	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Ccdc51	9	protein	transmembrane_sosui, transmembrane, intracellular, transmembrane_predicted, transmembrane_tmhmm	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Almen2009, UniProt, OmniPath, Phobius, GO_Intercell, Ramilowski_location, ComPPI	NA
Ccdc54	16	protein	transmembrane	transmembrane	1	TRUE	Ramilowski_location, OmniPath	NA
Ccdc57	11	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Ccdc58	16	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	NA
Ccdc59	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, LOCATE, UniProt, OmniPath	NA
Ccdc6	10	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	TopDB, GO_Intercell, ComPPI, UniProt, OmniPath	NA
Ccdc60	5	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc61	7	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Ccdc62	5	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	CollecTRI;GOA_CollecTRI
Ccdc65	15	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Ccdc66	14	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Ccdc68	18	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Ccdc69	11	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Ccdc70	8	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell, HPA_secretome	NA
Ccdc71	9	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc71l	12	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc73	2	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc74a	16	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc77	6	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Ccdc78	17	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ccdc8	7	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, ComPPI, OmniPath, GO_Intercell	NA
Ccdc80	16	protein	ecm, intracellular, secreted, extracellular	ecm, intracellular, secreted, extracellular	3	FALSE	MatrixDB, ComPPI, UniProt, OmniPath, LOCATE, HPA_secretome, CellCellInteractions	NA
Ccdc81	7	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	NA
Ccdc82	9	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	NA
Ccdc83	7	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc84	9	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Ccdc85a	11	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccdc85b	19	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Ccdc85c	12	protein	intracellular, tight_junction	intracellular, tight_junction	1	TRUE	ComPPI, OmniPath, GO_Intercell	NA
Ccdc86	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	NA
Ccdc87	19	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc88a	11	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell, LOCATE	NA
Ccdc88b	19	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Ccdc88c	12	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ccdc89	7	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Ccdc9	7	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	NA
Ccdc90b	7	protein	transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm, transmembrane_sosui, intracellular	transmembrane, transmembrane_predicted, intracellular	6	TRUE	Ramilowski_location, UniProt, Phobius, OmniPath, LOCATE, Almen2009, GO_Intercell, ComPPI	NA
Ccdc91	6	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, LOCATE, GO_Intercell	NA
Ccdc92	5	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Ccdc93	1	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	NA
Ccdc97	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Ccdc9b	2	protein	transmembrane_sosui, transmembrane_predicted, intracellular, transmembrane_phobius, transmembrane, transmembrane_tmhmm	transmembrane_predicted, transmembrane, intracellular	3	TRUE	Almen2009, OmniPath, ComPPI	NA
Ccer1	10	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ccer2	7	protein	secreted	secreted	3	FALSE	UniProt, OmniPath, HPA_secretome	NA
Cchcr1	17	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	NA
Ccin	4	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Cck	9	protein	ligand, secreted, extracellular, hormone	ligand, secreted, extracellular	16	FALSE	CellTalkDB, HPA_secretome, Ramilowski2015, Cellinker, Guide2Pharma, LOCATE, talklr, GO_Intercell, CellChatDB, DGIdb, HPMR, UniProt, OmniPath, CellPhoneDB, scConnect, Baccin2019, iTALK, EMBRACE, LRdb, connectomeDB2020	NA
Cckar	5	protein	gpcr, transmembrane, plasma_membrane, receptor, extracellular, rhodopsin, intracellular, seven_transmembrane_7tm, class_a_rhodopsin_peptide_cholecystokinin, cell_surface, plasma_membrane_transmembrane, class_a_rhodopsin_peptide, class_a_rhodopsin, 7tm_a, endothelin_gastrin_releasing_peptide_7tm_a, cholecystokinin	receptor, transmembrane, plasma_membrane, extracellular, intracellular, cell_surface, plasma_membrane_transmembrane, transmembrane_predicted	18	TRUE	GPCRdb, UniProt, OmniPath, Almen2009, EMBRACE, CellCellInteractions, Ramilowski_location, Surfaceome, TopDB, Cellinker, LRdb, Baccin2019, LOCATE, HPMR, Guide2Pharma, CellPhoneDB, connectomeDB2020, scConnect, talklr, GO_Intercell, Ramilowski2015, DGIdb, iTALK, HGNC, Phobius, CellChatDB, CellTalkDB	NA
